batch_id,batch_role,elapsed_time_h,ph,dissolved_oxygen_pct,temperature_c,agitation_rpm,feed_rate_ml_h
REF_011,reference,12,7.077,44.56,36.81,103.2,0.0
REF_011,reference,13,7.082,44.54,36.83,102.6,0.0
REF_011,reference,14,7.072,44.69,36.92,106.0,0.0
REF_011,reference,15,7.063,44.71,36.89,106.4,0.0
REF_011,reference,16,7.072,43.93,36.79,104.5,0.0
REF_011,reference,17,7.08,44.23,36.85,109.2,0.0
REF_011,reference,18,7.075,44.12,36.86,108.3,0.0
REF_011,reference,19,7.074,41.82,36.83,109.6,0.0
REF_011,reference,20,7.072,44.11,36.84,111.3,0.0
REF_011,reference,21,7.072,43.55,36.84,111.4,0.0
REF_011,reference,22,7.072,43.71,36.8,113.4,0.0
REF_011,reference,23,7.064,42.08,36.81,112.0,0.0
REF_011,reference,24,7.066,42.72,36.84,114.7,3.92
REF_011,reference,25,7.078,41.99,36.84,114.0,4.24
REF_011,reference,26,7.064,43.37,36.82,115.3,4.29
REF_011,reference,27,7.062,41.6,36.81,115.8,4.32
REF_011,reference,28,7.061,41.95,36.83,117.7,4.39
REF_011,reference,29,7.057,43.13,36.86,117.6,4.65
REF_011,reference,30,7.054,42.24,36.83,116.5,4.9
REF_011,reference,31,7.059,42.07,36.89,116.8,5.11
REF_011,reference,32,7.052,43.63,36.82,118.3,4.93
REF_011,reference,33,7.054,43.79,36.84,117.8,5.39
REF_011,reference,34,7.047,43.75,36.83,117.9,5.61
REF_011,reference,35,7.053,44.01,36.85,116.9,5.86
REF_011,reference,36,7.056,43.32,36.81,118.3,6.19
REF_011,reference,37,7.049,43.51,36.89,124.1,6.15
REF_011,reference,38,7.033,43.32,36.79,120.7,6.16
REF_011,reference,39,7.053,44.13,36.89,125.0,6.2
REF_011,reference,40,7.049,43.72,36.84,123.2,6.75
REF_011,reference,41,7.039,43.91,36.85,123.0,6.69
REF_011,reference,42,7.052,44.83,36.88,121.3,7.12
REF_011,reference,43,7.034,45.35,36.86,124.0,7.37
REF_011,reference,44,7.052,44.74,36.81,127.3,7.11
REF_011,reference,45,7.042,45.83,36.85,127.2,7.6
REF_011,reference,46,7.024,43.76,36.89,125.7,7.88
REF_011,reference,47,7.043,42.74,36.81,124.0,8.01
REF_011,reference,48,7.037,44.62,36.9,124.7,7.72
REF_011,reference,49,7.035,43.22,36.85,125.3,8.08
REF_011,reference,50,7.033,43.37,36.82,128.8,8.19
REF_011,reference,51,7.037,41.89,36.81,129.8,8.63
REF_011,reference,52,7.033,42.26,36.83,128.0,8.79
REF_011,reference,53,7.021,41.42,36.78,127.6,8.5
REF_011,reference,54,7.045,41.89,36.82,130.8,9.03
REF_011,reference,55,7.033,41.52,36.83,127.4,9.37
REF_011,reference,56,7.028,41.49,36.8,129.3,9.45
REF_011,reference,57,7.024,42.0,36.86,130.3,9.62
REF_011,reference,58,7.038,41.13,36.83,128.7,9.72
REF_011,reference,59,7.021,38.89,36.82,129.4,9.79
REF_011,reference,60,7.032,40.29,36.83,129.6,10.12
REF_011,reference,61,7.025,39.54,36.85,133.2,10.3
REF_011,reference,62,7.025,39.04,36.84,134.3,10.56
REF_011,reference,63,7.02,38.8,36.82,132.0,10.75
REF_011,reference,64,7.023,38.73,36.84,131.8,10.83
REF_011,reference,65,7.027,37.8,36.84,131.7,11.15
REF_011,reference,66,7.029,38.04,36.8,133.0,11.11
REF_011,reference,67,7.02,39.02,36.83,132.6,11.12
REF_011,reference,68,7.025,37.43,36.85,133.7,11.58
REF_011,reference,69,7.032,37.14,36.85,134.9,11.7
REF_011,reference,70,7.011,37.93,36.83,134.1,11.93
REF_011,reference,71,7.023,37.13,36.86,134.9,11.84
REF_011,reference,72,7.015,36.74,36.81,135.4,12.47
REF_011,reference,73,7.014,37.96,36.81,135.7,12.49
REF_011,reference,74,7.024,39.53,36.83,136.0,12.51
REF_011,reference,75,7.017,38.5,36.88,138.3,12.59
REF_011,reference,76,7.011,38.84,36.84,135.0,13.06
REF_011,reference,77,7.031,37.16,36.83,140.5,12.91
REF_011,reference,78,7.027,39.39,36.88,138.9,13.59
REF_011,reference,79,7.003,39.27,36.83,140.2,13.33
REF_011,reference,80,7.007,38.81,36.9,140.9,13.85
REF_011,reference,81,7.023,39.61,36.82,139.4,13.74
REF_011,reference,82,7.015,39.7,36.81,139.6,14.18
REF_011,reference,83,7.029,38.79,36.83,140.1,14.01
REF_011,reference,84,7.021,39.95,36.83,141.9,14.29
REF_011,reference,85,7.018,40.65,36.81,144.0,14.59
REF_011,reference,86,7.007,39.49,36.91,142.7,14.74
REF_011,reference,87,7.019,38.92,36.85,145.2,14.98
REF_011,reference,88,7.004,39.39,36.85,141.4,14.91
REF_011,reference,89,7.024,40.11,36.82,145.1,15.17
REF_011,reference,90,7.017,38.31,36.82,148.1,15.52
REF_011,reference,91,7.007,39.6,36.87,146.8,15.4
REF_011,reference,92,7.019,38.44,36.79,146.6,15.77
REF_011,reference,93,7.03,39.0,36.8,147.6,15.82
REF_011,reference,94,7.01,38.19,36.83,144.8,16.06
REF_011,reference,95,7.016,38.02,36.88,148.7,16.22
REF_011,reference,96,7.008,39.54,36.83,152.6,16.26
REF_011,reference,97,7.011,37.06,36.85,150.9,16.51
REF_011,reference,98,6.998,38.47,36.84,151.9,16.75
REF_011,reference,99,7.01,39.39,36.88,150.0,16.88
REF_011,reference,100,7.01,38.52,36.79,151.9,17.31
REF_011,reference,101,7.024,36.91,36.86,157.0,17.4
REF_011,reference,102,6.995,36.99,36.83,157.0,17.46
REF_011,reference,103,7.007,37.51,36.86,155.0,17.48
REF_011,reference,104,7.019,38.37,36.81,156.9,17.64
REF_011,reference,105,7.006,38.61,36.84,158.7,18.24
REF_011,reference,106,7.007,37.64,36.83,157.8,17.96
REF_011,reference,107,7.001,38.22,36.81,157.5,18.31
REF_011,reference,108,7.0,38.58,36.8,161.2,18.52
REF_011,reference,109,6.993,39.43,36.82,163.2,18.59
REF_011,reference,110,7.002,41.53,36.84,164.2,18.66
REF_011,reference,111,6.999,39.58,36.81,165.5,18.87
REF_011,reference,112,7.008,39.96,36.83,162.8,19.08
REF_011,reference,113,7.0,40.25,36.78,166.2,19.23
REF_011,reference,114,7.002,42.08,36.83,166.6,19.71
REF_011,reference,115,7.002,41.94,36.87,167.8,19.68
REF_011,reference,116,7.006,41.66,36.86,168.5,19.78
REF_011,reference,117,7.002,42.46,36.83,168.8,20.04
REF_011,reference,118,6.997,42.46,36.84,166.2,20.3
REF_011,reference,119,7.006,43.65,36.81,173.4,20.32
REF_011,reference,120,7.014,45.83,35.89,173.0,20.68
REF_011,reference,121,7.007,44.36,35.9,171.2,20.53
REF_011,reference,122,7.001,44.04,35.84,175.0,21.07
REF_011,reference,123,7.004,43.73,35.91,174.5,21.07
REF_011,reference,124,6.989,43.28,35.82,175.5,21.24
REF_011,reference,125,7.004,45.0,35.8,175.8,21.31
REF_011,reference,126,7.002,44.96,35.82,178.6,21.41
REF_011,reference,127,6.998,44.02,35.83,177.5,21.52
REF_011,reference,128,7.0,45.29,35.91,177.9,21.83
REF_011,reference,129,7.002,44.24,35.83,182.1,22.2
REF_011,reference,130,7.014,44.71,35.81,180.9,22.14
REF_011,reference,131,7.015,44.18,35.81,181.8,22.23
REF_011,reference,132,6.999,43.64,35.87,183.8,22.5
REF_011,reference,133,7.002,42.85,35.87,182.6,22.75
REF_011,reference,134,7.002,43.33,35.82,183.6,22.93
REF_011,reference,135,7.013,43.95,35.78,185.6,23.14
REF_011,reference,136,7.008,42.72,35.8,183.5,23.49
REF_011,reference,137,7.008,43.34,35.89,186.9,23.69
REF_011,reference,138,7.012,42.01,35.86,186.1,23.98
REF_011,reference,139,7.003,43.41,35.84,189.2,23.61
REF_011,reference,140,7.019,42.97,35.89,189.5,23.9
REF_011,reference,141,7.008,41.73,35.9,189.9,24.3
REF_011,reference,142,7.002,42.52,35.84,187.5,24.31
REF_011,reference,143,7.007,43.48,35.84,190.4,24.68
REF_011,reference,144,7.019,41.8,35.82,189.4,24.75
REF_011,reference,145,7.006,42.04,35.83,191.7,25.13
REF_011,reference,146,7.017,42.96,35.79,188.9,25.23
REF_011,reference,147,7.005,44.87,35.79,190.6,25.4
REF_011,reference,148,7.004,42.78,35.78,195.3,25.35
REF_011,reference,149,7.016,43.88,35.87,194.6,25.58
REF_011,reference,150,7.004,43.87,35.79,194.1,25.72
REF_011,reference,151,7.018,43.35,35.9,193.7,25.71
REF_011,reference,152,7.015,44.11,35.81,194.0,26.33
REF_011,reference,153,7.006,43.77,35.89,196.4,26.4
REF_011,reference,154,7.012,43.96,35.83,196.1,26.41
REF_011,reference,155,7.009,43.01,35.79,199.4,26.83
REF_011,reference,156,7.016,44.38,35.88,197.2,26.71
REF_011,reference,157,7.029,45.14,35.88,198.0,26.71
REF_011,reference,158,7.011,44.45,35.81,196.3,27.31
REF_011,reference,159,7.019,45.21,35.83,198.2,27.14
REF_011,reference,160,7.015,44.69,35.81,199.5,27.47
REF_011,reference,161,7.016,44.02,35.83,199.1,27.71
REF_011,reference,162,7.014,43.36,35.84,199.3,27.91
REF_011,reference,163,7.009,43.23,35.83,200.9,28.15
REF_011,reference,164,7.019,42.16,35.78,203.1,28.28
REF_011,reference,165,7.014,42.79,35.82,201.4,28.45
REF_011,reference,166,7.01,42.77,35.86,203.3,28.43
REF_011,reference,167,7.025,43.65,35.83,202.9,28.76
REF_011,reference,168,7.018,42.3,35.83,203.9,28.67
REF_011,reference,169,7.016,40.77,35.81,201.8,29.3
REF_011,reference,170,7.029,39.89,35.82,202.7,29.03
REF_011,reference,171,7.004,40.47,35.88,203.1,29.36
REF_011,reference,172,7.029,40.88,35.8,204.6,29.39
REF_011,reference,173,7.012,39.67,35.86,205.4,29.65
REF_011,reference,174,7.021,39.91,35.84,204.7,29.94
REF_011,reference,175,7.014,39.0,35.84,206.3,30.03
REF_011,reference,176,7.012,39.42,35.81,204.5,30.45
REF_011,reference,177,7.03,37.31,35.83,207.0,30.49
REF_011,reference,178,7.034,39.66,35.84,207.6,30.56
REF_011,reference,179,7.018,37.31,35.82,207.5,30.78
REF_011,reference,180,7.022,38.71,35.85,207.1,31.16
REF_011,reference,181,7.02,37.78,35.85,208.4,31.29
REF_011,reference,182,7.034,37.88,35.9,206.4,31.16
REF_011,reference,183,7.003,37.78,35.85,208.5,31.4
REF_011,reference,184,7.023,38.23,35.78,209.1,31.75
REF_011,reference,185,7.014,38.47,35.87,207.1,31.9
REF_011,reference,186,7.001,39.07,35.83,210.3,31.86
REF_011,reference,187,7.017,39.49,35.9,208.2,32.31
REF_011,reference,188,7.035,38.78,35.88,210.0,32.24
REF_011,reference,189,7.015,40.05,35.82,211.2,32.74
REF_011,reference,190,7.027,38.93,35.86,210.5,32.8
REF_011,reference,191,7.03,39.88,35.82,212.3,32.72
REF_011,reference,192,7.02,39.52,35.84,212.8,32.99
REF_011,reference,193,7.021,38.89,35.86,212.1,33.16
REF_011,reference,194,7.007,39.6,35.87,214.7,33.44
REF_011,reference,195,7.015,39.96,35.86,213.3,33.56
REF_011,reference,196,7.028,39.61,35.84,218.5,33.59
REF_011,reference,197,7.021,40.01,35.91,215.5,33.72
REF_011,reference,198,7.023,40.39,35.83,214.6,34.19
REF_011,reference,199,7.022,39.66,35.79,215.5,34.32
REF_011,reference,200,7.038,37.27,35.79,219.4,34.47
REF_011,reference,201,7.017,40.89,35.88,217.8,34.67
REF_011,reference,202,7.033,39.2,35.83,217.0,34.71
REF_011,reference,203,7.021,38.65,35.84,221.1,35.0
REF_011,reference,204,7.034,38.26,35.82,219.9,35.53
REF_011,reference,205,7.011,38.72,35.82,222.3,35.5
REF_011,reference,206,7.022,38.37,35.81,223.5,35.45
REF_011,reference,207,7.017,38.06,35.85,223.2,35.59
REF_011,reference,208,7.021,37.94,35.83,227.2,35.42
REF_011,reference,209,7.03,38.76,35.85,221.8,36.18
REF_011,reference,210,7.023,39.83,35.85,224.0,36.31
REF_011,reference,211,7.03,38.75,35.82,225.7,36.29
REF_011,reference,212,7.015,38.91,35.79,230.3,36.33
REF_011,reference,213,7.013,37.67,35.79,230.5,36.54
REF_011,reference,214,7.02,38.05,35.93,230.6,36.96
REF_011,reference,215,7.02,38.35,35.88,228.3,37.05
REF_011,reference,216,7.018,37.57,35.88,229.4,37.34
REF_011,reference,217,7.012,37.89,35.82,230.0,37.42
REF_011,reference,218,7.029,39.09,35.84,231.0,37.73
REF_011,reference,219,7.017,39.5,35.81,235.3,37.81
REF_011,reference,220,7.031,38.95,35.8,233.6,38.06
REF_011,reference,221,7.02,38.24,35.82,234.7,37.79
REF_011,reference,222,7.025,39.3,35.88,237.0,38.09
REF_011,reference,223,7.024,38.75,35.86,234.2,38.4
REF_011,reference,224,7.013,40.35,35.81,237.7,38.79
REF_011,reference,225,7.022,40.9,35.83,236.9,39.08
REF_011,reference,226,7.035,40.9,35.86,239.1,38.95
REF_011,reference,227,7.021,41.72,35.82,239.5,39.06
REF_011,reference,228,7.026,42.27,35.84,240.4,39.03
REF_011,reference,229,7.025,42.54,35.85,242.6,39.63
REF_011,reference,230,7.022,41.75,35.85,243.5,39.59
REF_011,reference,231,7.021,42.86,35.84,243.8,40.29
REF_011,reference,232,7.023,43.71,35.82,245.6,39.91
REF_011,reference,233,7.025,44.92,35.82,244.6,40.51
REF_011,reference,234,7.008,43.68,35.8,247.9,40.48
REF_011,reference,235,7.021,44.54,35.79,247.4,40.38
REF_011,reference,236,7.017,44.95,35.83,247.9,40.75
REF_011,reference,237,7.016,44.19,35.86,248.3,41.0
REF_011,reference,238,7.029,45.33,35.8,250.0,41.03
REF_011,reference,239,7.013,45.38,35.84,254.1,41.36
REF_011,reference,240,7.007,45.5,35.86,252.0,41.53
REF_012,reference,0,7.109,40.59,36.89,95.0,0.0
REF_012,reference,1,7.098,43.41,36.87,94.8,0.0
REF_012,reference,2,7.105,41.84,36.92,95.0,0.0
REF_012,reference,3,7.105,42.61,36.94,96.2,0.0
REF_012,reference,4,7.087,43.67,36.79,95.7,0.0
REF_012,reference,5,7.102,41.72,36.78,99.6,0.0
REF_012,reference,6,7.098,43.42,36.84,98.5,0.0
REF_012,reference,7,7.087,43.43,36.86,99.8,0.0
REF_012,reference,8,7.093,44.28,36.84,102.1,0.0
REF_012,reference,9,7.092,44.6,36.87,102.1,0.0
REF_012,reference,10,7.108,44.38,36.84,102.3,0.0
REF_012,reference,11,7.093,44.44,36.82,101.2,0.0
REF_012,reference,12,7.098,45.44,36.83,105.6,0.0
REF_012,reference,13,7.088,44.83,36.84,106.1,0.0
REF_012,reference,14,7.072,44.59,36.87,106.0,0.0
REF_012,reference,15,7.091,44.6,36.83,106.1,0.0
REF_012,reference,16,7.079,45.85,36.84,108.5,0.0
REF_012,reference,17,7.08,44.39,36.86,110.0,0.0
REF_012,reference,18,7.073,43.69,36.84,110.3,0.0
REF_012,reference,19,7.081,42.41,36.88,113.4,0.0
REF_012,reference,20,7.088,42.62,36.82,112.7,0.0
REF_012,reference,21,7.085,43.23,36.81,112.3,0.0
REF_012,reference,22,7.089,43.35,36.85,114.3,0.0
REF_012,reference,23,7.089,42.84,36.86,114.0,0.0
REF_012,reference,24,7.058,43.43,36.82,114.7,3.56
REF_012,reference,25,7.063,42.58,36.88,117.3,3.73
REF_012,reference,26,7.057,42.22,36.9,114.7,4.03
REF_012,reference,27,7.076,43.38,36.83,116.8,4.58
REF_012,reference,28,7.064,43.96,36.89,119.2,4.65
REF_012,reference,29,7.064,41.99,36.77,118.5,4.93
REF_012,reference,30,7.065,43.11,36.88,118.1,4.86
REF_012,reference,31,7.069,41.46,36.82,116.7,5.0
REF_012,reference,32,7.053,41.9,36.87,116.5,5.02
REF_012,reference,33,7.054,42.74,36.82,123.6,5.43
REF_012,reference,34,7.063,44.26,36.84,121.5,5.52
REF_012,reference,35,7.071,42.89,36.82,120.7,5.69
REF_012,reference,36,7.061,43.02,36.84,122.7,6.14
REF_012,reference,37,7.053,43.88,36.9,121.3,6.05
REF_012,reference,38,7.042,44.05,36.84,122.7,6.44
REF_012,reference,39,7.065,43.55,36.91,122.3,6.17
REF_012,reference,40,7.051,45.9,36.83,122.1,6.99
REF_012,reference,41,7.047,44.22,36.89,121.5,6.7
REF_012,reference,42,7.041,44.61,36.8,122.7,7.04
REF_012,reference,43,7.042,44.26,36.84,127.1,7.23
REF_012,reference,44,7.045,44.95,36.83,124.5,7.2
REF_012,reference,45,7.05,45.56,36.89,127.2,7.57
REF_012,reference,46,7.042,45.83,36.85,128.3,7.75
REF_012,reference,47,7.052,43.78,36.78,127.3,7.68
REF_012,reference,48,7.047,45.1,36.8,127.2,7.86
REF_012,reference,49,7.066,44.46,36.81,128.3,8.14
REF_012,reference,50,7.034,44.55,36.87,127.9,8.29
REF_012,reference,51,7.048,43.4,36.87,130.7,8.69
REF_012,reference,52,7.047,43.0,36.84,132.1,8.76
REF_012,reference,53,7.037,43.54,36.83,131.8,8.81
REF_012,reference,54,7.045,43.17,36.87,126.8,9.09
REF_012,reference,55,7.05,43.26,36.81,129.7,8.86
REF_012,reference,56,7.044,41.76,36.86,130.8,9.25
REF_012,reference,57,7.053,41.09,36.86,131.8,9.56
REF_012,reference,58,7.024,38.8,36.84,128.9,9.85
REF_012,reference,59,7.034,39.08,36.86,129.3,9.89
REF_012,reference,60,7.052,39.66,36.85,134.2,10.25
REF_012,reference,61,7.047,38.74,36.86,131.8,10.33
REF_012,reference,62,7.043,39.94,36.8,130.8,10.3
REF_012,reference,63,7.048,37.95,36.86,131.7,10.53
REF_012,reference,64,7.022,38.34,36.87,134.4,10.78
REF_012,reference,65,7.043,38.16,36.85,133.0,10.82
REF_012,reference,66,7.044,39.33,36.86,135.0,11.29
REF_012,reference,67,7.03,37.76,36.84,133.5,11.07
REF_012,reference,68,7.056,38.53,36.87,132.8,11.46
REF_012,reference,69,7.035,38.3,36.85,138.0,11.69
REF_012,reference,70,7.016,38.88,36.81,136.9,11.71
REF_012,reference,71,7.036,38.89,36.87,136.3,11.84
REF_012,reference,72,7.026,38.27,36.8,136.4,12.09
REF_012,reference,73,7.041,37.05,36.85,139.9,12.39
REF_012,reference,74,7.035,38.36,36.83,139.1,12.37
REF_012,reference,75,7.025,38.69,36.83,140.4,12.45
REF_012,reference,76,7.042,39.1,36.85,138.3,12.96
REF_012,reference,77,7.037,38.45,36.82,139.8,13.02
REF_012,reference,78,7.022,40.12,36.86,140.9,13.28
REF_012,reference,79,7.027,39.38,36.85,140.0,13.42
REF_012,reference,80,7.032,38.78,36.83,141.2,13.8
REF_012,reference,81,7.024,39.27,36.88,141.1,13.81
REF_012,reference,82,7.024,41.28,36.85,143.2,13.71
REF_012,reference,83,7.026,40.35,36.86,141.2,14.06
REF_012,reference,84,7.017,40.7,36.89,144.7,14.08
REF_012,reference,85,7.007,39.03,36.89,144.9,14.27
REF_012,reference,86,7.026,39.29,36.86,144.8,14.3
REF_012,reference,87,7.008,39.25,36.84,146.5,14.64
REF_012,reference,88,7.016,39.86,36.8,145.9,14.94
REF_012,reference,89,7.009,39.46,36.85,146.2,15.02
REF_012,reference,90,7.01,39.07,36.88,148.7,15.03
REF_012,reference,91,7.026,39.02,36.85,149.5,15.14
REF_012,reference,92,7.02,38.52,36.74,148.6,15.86
REF_012,reference,93,7.019,38.84,36.87,149.3,15.76
REF_012,reference,94,7.011,39.7,36.87,150.7,15.76
REF_012,reference,95,7.015,37.44,36.84,150.9,16.13
REF_012,reference,96,7.023,38.77,36.87,154.8,16.56
REF_012,reference,97,7.02,39.47,36.86,153.8,16.5
REF_012,reference,98,7.026,38.11,36.82,154.2,16.16
REF_012,reference,99,7.027,37.76,36.88,153.6,17.15
REF_012,reference,100,7.017,38.88,36.81,157.0,16.64
REF_012,reference,101,7.004,37.36,36.84,155.8,17.06
REF_012,reference,102,7.012,38.17,36.84,156.6,17.1
REF_012,reference,103,7.017,37.45,36.82,159.7,17.33
REF_012,reference,104,7.011,36.92,36.85,160.0,17.65
REF_012,reference,105,7.009,38.48,36.88,156.5,17.47
REF_012,reference,106,7.018,37.82,36.88,160.9,17.94
REF_012,reference,107,7.036,39.09,36.87,162.3,18.3
REF_012,reference,108,7.013,40.3,36.79,162.5,18.17
REF_012,reference,109,7.016,41.23,36.8,164.2,18.26
REF_012,reference,110,7.006,40.19,36.85,162.1,18.62
REF_012,reference,111,7.026,41.32,36.84,161.5,18.77
REF_012,reference,112,7.023,41.23,36.83,165.2,18.9
REF_012,reference,113,7.022,41.02,36.9,168.0,18.98
REF_012,reference,114,7.026,40.2,36.85,163.7,19.41
REF_012,reference,115,7.012,43.45,36.86,168.2,19.59
REF_012,reference,116,7.013,41.71,36.87,167.5,19.52
REF_012,reference,117,7.029,44.03,36.85,171.0,19.71
REF_012,reference,118,7.02,43.7,36.92,175.2,20.04
REF_012,reference,119,6.997,42.8,36.82,172.8,20.05
REF_012,reference,120,7.018,44.11,35.83,173.9,20.39
REF_012,reference,121,7.01,45.8,35.82,176.2,20.76
REF_012,reference,122,7.022,45.51,35.89,175.9,20.7
REF_012,reference,123,7.018,44.02,35.87,176.4,20.7
REF_012,reference,124,7.001,43.96,35.83,179.0,21.11
REF_012,reference,125,7.017,44.66,35.82,179.2,21.2
REF_012,reference,126,7.016,44.46,35.89,179.8,21.38
REF_012,reference,127,7.018,45.52,35.85,180.0,21.64
REF_012,reference,128,7.019,45.09,35.89,180.6,21.85
REF_012,reference,129,7.027,43.04,35.84,183.3,21.92
REF_012,reference,130,7.018,44.63,35.86,182.2,22.08
REF_012,reference,131,7.015,43.98,35.85,185.4,22.57
REF_012,reference,132,7.024,43.99,35.83,182.8,22.61
REF_012,reference,133,7.033,43.99,35.84,187.3,22.73
REF_012,reference,134,7.023,44.58,35.81,186.6,22.8
REF_012,reference,135,7.017,44.23,35.86,185.2,22.8
REF_012,reference,136,7.019,42.7,35.87,188.1,23.29
REF_012,reference,137,7.018,43.11,35.87,187.1,23.32
REF_012,reference,138,7.017,42.69,35.86,188.9,23.38
REF_012,reference,139,7.034,41.61,35.84,188.8,23.6
REF_012,reference,140,7.011,42.81,35.89,190.0,23.67
REF_012,reference,141,7.027,44.35,35.87,192.3,24.14
REF_012,reference,142,7.017,41.5,35.89,192.3,24.26
REF_012,reference,143,7.006,42.89,35.89,190.4,24.36
REF_012,reference,144,7.017,42.93,35.84,191.1,24.49
REF_012,reference,145,7.014,43.3,35.86,193.8,24.57
REF_012,reference,146,7.024,42.42,35.87,194.5,24.53
REF_012,reference,147,7.02,42.2,35.81,193.5,24.81
REF_012,reference,148,7.012,42.39,35.81,197.5,25.08
REF_012,reference,149,7.032,44.72,35.81,196.8,25.23
REF_012,reference,150,7.029,43.05,35.84,195.2,25.58
REF_012,reference,151,7.034,43.6,35.83,195.6,25.83
REF_012,reference,152,7.023,45.84,35.8,196.8,25.86
REF_012,reference,153,7.021,43.71,35.85,197.1,26.26
REF_012,reference,154,7.028,44.7,35.84,200.0,26.11
REF_012,reference,155,7.018,45.37,35.88,200.1,26.38
REF_012,reference,156,7.024,45.39,35.9,199.1,26.56
REF_012,reference,157,7.022,43.53,35.86,200.5,26.9
REF_012,reference,158,7.012,44.0,35.82,201.2,26.93
REF_012,reference,159,7.025,44.75,35.86,200.4,27.1
REF_012,reference,160,7.021,45.94,35.84,201.4,27.01
REF_012,reference,161,7.023,43.63,35.84,202.1,27.29
REF_012,reference,162,7.028,43.64,35.82,202.3,27.77
REF_012,reference,163,7.035,44.13,35.83,200.8,27.46
REF_012,reference,164,7.019,44.0,35.84,201.3,28.15
REF_012,reference,165,7.023,43.73,35.87,202.3,28.19
REF_012,reference,166,7.02,42.15,35.86,202.0,28.18
REF_012,reference,167,7.02,42.02,35.9,201.3,28.34
REF_012,reference,168,7.022,42.22,35.86,204.9,28.92
REF_012,reference,169,7.025,42.65,35.86,204.8,29.02
REF_012,reference,170,7.032,41.03,35.83,202.6,28.96
REF_012,reference,171,7.03,40.79,35.81,204.6,29.17
REF_012,reference,172,7.019,39.58,35.83,205.1,29.23
REF_012,reference,173,7.038,41.51,35.82,206.0,29.52
REF_012,reference,174,7.036,39.78,35.77,204.5,29.57
REF_012,reference,175,7.021,40.18,35.81,204.5,29.83
REF_012,reference,176,7.038,39.05,35.89,207.7,30.28
REF_012,reference,177,7.031,38.83,35.86,205.0,30.17
REF_012,reference,178,7.027,37.35,35.83,207.3,30.2
REF_012,reference,179,7.032,36.66,35.86,207.6,30.33
REF_012,reference,180,7.029,39.26,35.79,208.3,30.72
REF_012,reference,181,7.033,38.24,35.85,209.3,30.76
REF_012,reference,182,7.031,38.31,35.88,211.7,31.08
REF_012,reference,183,7.027,37.15,35.84,207.4,30.98
REF_012,reference,184,7.013,37.48,35.79,211.5,31.5
REF_012,reference,185,7.034,39.13,35.83,206.9,31.4
REF_012,reference,186,7.026,39.79,35.88,213.3,31.74
REF_012,reference,187,7.036,38.04,35.85,208.6,31.86
REF_012,reference,188,7.033,39.23,35.8,215.8,32.34
REF_012,reference,189,7.027,39.01,35.92,212.1,32.28
REF_012,reference,190,7.038,38.93,35.81,215.1,32.72
REF_012,reference,191,7.031,40.68,35.84,215.3,32.68
REF_012,reference,192,7.031,38.99,35.81,213.6,32.98
REF_012,reference,193,7.029,40.5,35.81,214.3,32.91
REF_012,reference,194,7.043,39.93,35.83,214.2,33.17
REF_012,reference,195,7.024,39.72,35.86,217.2,33.47
REF_012,reference,196,7.027,40.91,35.88,216.0,33.59
REF_012,reference,197,7.02,40.09,35.83,216.0,33.71
REF_012,reference,198,7.035,39.79,35.81,218.7,33.75
REF_012,reference,199,7.025,40.95,35.86,217.2,33.95
REF_012,reference,200,7.026,40.8,35.86,218.7,34.32
REF_012,reference,201,7.025,40.68,35.85,220.1,34.52
REF_012,reference,202,7.03,36.5,35.85,219.7,34.4
REF_012,reference,203,7.02,39.83,35.84,220.6,34.55
REF_012,reference,204,7.012,39.5,35.85,224.4,34.7
REF_012,reference,205,7.033,39.14,35.84,222.5,35.13
REF_012,reference,206,7.013,39.49,35.88,223.1,35.04
REF_012,reference,207,7.036,39.04,35.91,224.1,35.48
REF_012,reference,208,7.042,39.2,35.85,225.8,35.61
REF_012,reference,209,7.028,38.3,35.84,224.4,35.62
REF_012,reference,210,7.04,39.57,35.85,227.4,36.11
REF_012,reference,211,7.029,38.89,35.82,228.0,35.82
REF_012,reference,212,7.042,38.62,35.87,225.8,36.46
REF_012,reference,213,7.026,38.54,35.86,232.0,36.44
REF_012,reference,214,7.01,39.07,35.83,232.4,36.25
REF_012,reference,215,7.028,39.0,35.87,229.8,36.97
REF_012,reference,216,7.043,38.18,35.84,230.2,37.05
REF_012,reference,217,7.033,39.19,35.81,233.2,37.01
REF_012,reference,218,7.025,38.72,35.85,231.6,37.1
REF_012,reference,219,7.031,40.34,35.85,236.7,37.19
REF_012,reference,220,7.037,39.95,35.87,234.8,37.96
REF_012,reference,221,7.028,38.87,35.87,238.9,37.63
REF_012,reference,222,7.05,41.57,35.84,236.1,37.75
REF_012,reference,223,7.025,38.4,35.83,238.1,38.15
REF_012,reference,224,7.037,40.98,35.84,241.1,38.04
REF_012,reference,225,7.035,40.32,35.85,239.6,38.31
REF_012,reference,226,7.023,42.79,35.86,241.5,38.78
REF_012,reference,227,7.025,41.9,35.85,243.6,38.87
REF_012,reference,228,7.037,41.48,35.84,242.1,38.91
REF_012,reference,229,7.029,42.3,35.87,241.9,39.15
REF_012,reference,230,7.031,42.31,35.82,242.6,39.25
REF_012,reference,231,7.015,42.99,35.92,246.5,39.48
REF_012,reference,232,7.033,43.29,35.87,247.2,39.55
REF_012,reference,233,7.03,43.23,35.81,249.1,39.75
REF_012,reference,234,7.028,44.29,35.85,248.0,39.91
